codigo_candidato,data_cadastro,nome_completo,sexo,uf,faixa_etaria,nivel_educacional,setor_profissional,tempo_experiencia,qtd_certificacoes,idioma_principal,salario_esperado,salario_oferecido,aceita_viagem,aceita_mudanca,deficiencia,foi_contratado
959,2023-08-29,Candidato_959,Outro,SC,23.0,Ensino Médio,Educação,4.4,1.0,Nenhum,7000.0,6800.0,Não,Não,Não,1.0
960,2023-05-19,Candidato_960,Outro,MG,58.0,Ensino Médio,Administração,,2.0,Espanhol,6500.0,5300.0,Não,Não,Não,0.0
961,2023-07-28,Candidato_961,Feminino,MG,33.0,Graduação,Marketing,4.3,0.0,Nenhum,4200.0,3400.0,Sim,Não,,0.0
962,2023-03-17,Candidato_962,Outro,RJ,21.0,Graduação,Financeiro,1.7,1.0,Inglês,7300.0,,Sim,Não,,0.0
963,2022-07-13,Candidato_963,,PE,52.0,Ensino Médio,Tecnologia,,3.0,Alemão,8900.0,9300.0,Não,Sim,Não,0.0
964,2023-12-16,Candidato_964,Masculino,,,,Marketing,6.8,0.0,Alemão,5400.0,,Sim,Sim,Não,1.0
965,2023-01-27,Candidato_965,Masculino,SP,29.0,,Tecnologia,9.0,0.0,Inglês,3100.0,3700.0,Sim,Não,Não,0.0
966,2022-01-26,Candidato_966,Feminino,SP,28.0,Graduação,Tecnologia,,1.0,,6400.0,,Não,Não,Não,1.0
967,2023-03-11,,Outro,,54.0,Doutorado,Marketing,2.6,1.0,Alemão,10000.0,9000.0,Não,Não,,0.0
968,2022-06-22,Candidato_968,,PE,42.0,Mestrado,,4.3,0.0,Espanhol,9400.0,10400.0,,Sim,Não,1.0
969,2022-10-27,Candidato_969,Masculino,BA,35.0,Doutorado,Recursos Humanos,10.0,2.0,,5800.0,6400.0,,Não,Não,0.0
970,2023-10-07,Candidato_970,Outro,BA,,Doutorado,Marketing,4.9,2.0,Francês,7900.0,7600.0,Não,Sim,Não,0.0
971,2022-11-22,Candidato_971,Masculino,RS,40.0,Graduação,Administração,5.5,2.0,Espanhol,,9700.0,,Sim,,0.0
972,2023-02-14,Candidato_972,,PR,55.0,Ensino Médio,Educação,2.0,0.0,Espanhol,10000.0,11800.0,Não,,Não,0.0
973,2022-04-28,Candidato_973,Masculino,PR,35.0,Tecnólogo,Educação,5.3,3.0,,3900.0,3100.0,Sim,,Não,1.0
974,2023-12-25,Candidato_974,Outro,,43.0,Doutorado,Marketing,8.9,0.0,Nenhum,4900.0,4300.0,,,Não,0.0
975,2022-08-13,Candidato_975,Feminino,CE,,Ensino Médio,Administração,7.6,2.0,Inglês,3000.0,,Não,Sim,Não,1.0
976,2023-06-16,Candidato_976,Masculino,,21.0,Tecnólogo,Recursos Humanos,3.8,3.0,Nenhum,5600.0,,Não,,Não,0.0
977,2022-04-23,Candidato_977,Masculino,SP,,,Educação,4.2,4.0,Inglês,9100.0,7600.0,Sim,Não,Não,1.0
978,2022-05-20,Candidato_978,Feminino,SC,46.0,Tecnólogo,Administração,2.7,2.0,Nenhum,5900.0,,Não,Sim,Não,0.0
979,2023-07-13,Candidato_979,Feminino,BA,51.0,Ensino Médio,Recursos Humanos,3.3,2.0,Alemão,4400.0,4300.0,Sim,Sim,Não,1.0
980,2022-01-01,Candidato_980,Masculino,BA,34.0,Mestrado,Administração,,1.0,Espanhol,7500.0,7500.0,Não,Sim,Não,1.0
981,2022-03-31,Candidato_981,Outro,RJ,60.0,Ensino Médio,Tecnologia,4.8,4.0,Nenhum,7500.0,6600.0,Não,Não,Sim,0.0
982,2023-10-16,Candidato_982,,RS,60.0,Graduação,Educação,8.0,3.0,,5000.0,5300.0,Sim,Sim,Não,0.0
983,2022-11-16,Candidato_983,Feminino,PR,33.0,Tecnólogo,Recursos Humanos,5.7,,Francês,,,Sim,,Não,0.0
984,2023-07-04,Candidato_984,Masculino,DF,19.0,Mestrado,Educação,7.7,2.0,Inglês,7300.0,6400.0,Não,Não,Não,0.0
985,2022-05-19,Candidato_985,Feminino,SC,,Tecnólogo,Tecnologia,7.1,1.0,Francês,8500.0,8000.0,Não,Não,Não,0.0
986,2023-05-26,,,BA,25.0,Tecnólogo,Marketing,3.9,3.0,,5700.0,5900.0,Não,Sim,Não,0.0
987,2022-09-16,Candidato_987,Outro,CE,30.0,Doutorado,Tecnologia,3.5,1.0,Francês,5400.0,6300.0,Sim,Sim,,1.0
988,2023-11-04,Candidato_988,Feminino,MG,59.0,Graduação,Educação,3.6,0.0,Francês,10800.0,12600.0,Não,Sim,Não,1.0
989,2023-11-21,,Feminino,,25.0,Tecnólogo,Educação,1.6,3.0,Alemão,6500.0,5900.0,Não,Não,Não,1.0
990,2022-01-10,Candidato_990,Outro,RS,47.0,,Financeiro,5.1,2.0,Espanhol,7500.0,8200.0,Não,,Não,0.0
991,2022-09-18,Candidato_991,Feminino,CE,49.0,,Recursos Humanos,-0.8,3.0,,8300.0,9200.0,Não,Sim,Não,1.0
992,2023-10-12,Candidato_992,Outro,RS,,Doutorado,Marketing,6.2,,Inglês,3400.0,3800.0,Sim,Não,,0.0
993,2022-06-21,Candidato_993,Outro,RJ,64.0,Graduação,Tecnologia,5.1,0.0,Nenhum,7000.0,7200.0,Sim,Sim,Não,0.0
994,2022-01-13,,,,47.0,Graduação,Recursos Humanos,5.9,3.0,,3700.0,3000.0,Sim,Sim,Não,
995,2022-06-17,Candidato_995,Feminino,BA,18.0,Ensino Médio,Engenharia,7.1,2.0,Nenhum,6700.0,7400.0,Não,Não,Não,1.0
996,2023-10-04,Candidato_996,Masculino,MG,60.0,Mestrado,Recursos Humanos,5.4,2.0,Francês,9700.0,8200.0,,Sim,Não,1.0
997,2023-08-19,Candidato_997,,CE,56.0,Doutorado,Engenharia,8.3,3.0,Espanhol,5000.0,4200.0,Não,Sim,Não,0.0
998,2022-11-17,Candidato_998,,RS,34.0,Doutorado,Marketing,,1.0,Francês,3700.0,3900.0,Sim,Não,Não,1.0
999,2022-11-15,Candidato_999,Feminino,PR,37.0,Ensino Médio,Tecnologia,3.5,1.0,Espanhol,10800.0,12900.0,Sim,Sim,Sim,0.0
1000,2023-09-05,Candidato_1000,Masculino,RJ,41.0,Ensino Médio,Tecnologia,4.5,2.0,Alemão,4700.0,4200.0,Sim,Sim,Não,1.0
